year,zip_code,residential_permits,residential_construction_cost,residential_permit_ratio,residential_cost_ratio,total_population,median_household_income,housing_units,housing_density,housing_value_per_unit,housing_units_change,housing_density_change,housing_value_per_unit_change,predicted_housing_demand,demand_gap,demand_ratio,retail_construction_cost,retail_space,housing_retail_ratio,balance_score,balance_category,primary_need
2007,60403,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,Balanced,Balanced Development
2007,60404,2,3700.0,0.25,0.121311475409836,0.0,0.0,3.0,0.0,1233.3333333333333,1.0,0.0,-0.9471428571428572,3.0,0.0,1.0,6500.0,6000.0,0.5692307692307692,0.6396031974416213,Slight Imbalance,Balanced Development
2007,60406,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,Balanced,Balanced Development
2007,60409,2,151500.0,0.016260162601626,0.2508352358040792,0.0,0.0,3.0,0.0,50500.0,-0.3333333333333333,0.0,1135.25,3.0,0.0,1.0,0.0,0.0,,1.0,Balanced,Balanced Development
2007,60411,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,275000.0,2000.0,0.0,0.12645813694537056,Severe Imbalance,Housing Development
2007,60412,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,Balanced,Balanced Development
2007,60415,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,,58500.0,6000.0,0.0,0.12645813694537056,Severe Imbalance,Housing Development
2007,60417,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,,25000.0,2000.0,0.0,0.12645813694537056,Severe Imbalance,Housing Development
2007,60418,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,,1790000.0,8000.0,0.0,0.12645813694537056,Severe Imbalance,Housing Development
2007,60421,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,Balanced,Balanced Development
2007,60422,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,Balanced,Balanced Development
2007,60423,4,328000.0,0.074074074074074,0.1328693707744097,0.0,0.0,6.0,0.0,54666.66666666666,-0.5555555555555556,0.0,-0.7838312829525483,6.0,0.0,1.0,10000.0,2000.0,32.8,0.22269589563060369,Severe Imbalance,Retail Development
2007,60425,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,Balanced,Balanced Development
2007,60426,14,172200.0,0.1473684210526315,0.0346868961934443,0.0,0.0,21.0,0.0,8200.0,3.666666666666667,0.0,-0.771364132051155,21.0,0.0,1.0,637337.0,14000.0,0.27018673009726407,0.43315508194707597,Moderate Imbalance,Housing Development
2007,60428,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,Balanced,Balanced Development
2007,60429,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,Balanced,Balanced Development
2007,60430,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,Balanced,Balanced Development
2007,60431,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2000.0,4000.0,0.0,0.12645813694537056,Severe Imbalance,Housing Development
2007,60433,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,Balanced,Balanced Development
2007,60435,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,Balanced,Balanced Development
2007,60436,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,Balanced,Balanced Development
2007,60438,1,45000.0,0.1,0.0196258013868899,0.0,0.0,1.5,0.0,30000.0,-0.6666666666666667,0.0,-0.6912945050421897,1.5,0.0,1.0,100000.0,2000.0,0.45,0.5560165253131701,Slight Imbalance,Housing Development
2007,60439,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,Balanced,Balanced Development
2007,60440,1,1700.0,0.0714285714285714,0.0082801617066874,0.0,0.0,1.5,0.0,1133.3333333333333,0.0,0.0,-0.983,1.5,0.0,1.0,8100.0,2000.0,0.20987654320987653,0.39043652125081135,Moderate Imbalance,Housing Development
2007,60443,3,503000.0,0.12,0.6935711606768593,0.0,0.0,4.5,0.0,111777.77777777778,-0.4,0.0,15.6006600660066,4.5,0.0,1.0,18900.0,2000.0,26.613756613756614,0.2335669178758652,Severe Imbalance,Retail Development
2007,60445,2,13000.0,0.0307692307692307,0.0262500474520088,0.0,0.0,3.0,0.0,4333.333333333333,0.0,0.0,-0.1612903225806452,3.0,0.0,1.0,27200.0,8000.0,0.47794117647058826,0.5752854111111779,Slight Imbalance,Housing Development
2007,60446,1,15000.0,0.037037037037037,0.0068633551740546,0.0,0.0,1.5,0.0,10000.0,-0.6666666666666667,0.0,-0.972644376899696,1.5,0.0,1.0,625000.0,6000.0,0.024,0.2114298356588179,Severe Imbalance,Housing Development
2007,60448,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,,450000.0,2000.0,0.0,0.12645813694537056,Severe Imbalance,Housing Development
2007,60449,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,Balanced,Balanced Development
2007,60450,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,Balanced,Balanced Development
2007,60451,1,2000.0,0.0030864197530864,0.0005532632629099,0.0,0.0,1.5,0.0,1333.3333333333333,-0.75,0.0,-0.8739661283970067,1.5,0.0,1.0,27540.0,2000.0,0.07262164124909223,0.27605303577399704,Severe Imbalance,Housing Development
2007,60452,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,Balanced,Balanced Development
2007,60453,2,620000.0,0.0031007751937984,0.2684077962940676,0.0,0.0,3.0,0.0,206666.66666666663,-0.7142857142857143,0.0,2.163260694955255,3.0,0.0,1.0,0.0,0.0,,1.0,Balanced,Balanced Development
2007,60454,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,Balanced,Balanced Development
2007,60456,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,Balanced,Balanced Development
2007,60457,1,290000.0,0.0333333333333333,0.3363488749710044,0.0,0.0,1.5,0.0,193333.3333333333,-0.5,0.0,0.9661016949152544,1.5,0.0,1.0,56000.0,4000.0,5.178571428571429,0.37813913637511104,Moderate Imbalance,Retail Development
2007,60458,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,Balanced,Balanced Development
2007,60459,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,254000.0,4000.0,0.0,0.12645813694537056,Severe Imbalance,Housing Development
2007,60462,17,6348000.0,0.1428571428571428,0.5100363798633331,0.0,0.0,25.5,0.0,248941.17647058825,0.1333333333333333,0.0,1.6902864892354637,25.515,0.015000000000000568,1.0005882352941178,26000.0,6000.0,244.15384615384616,0.15389827697584277,Severe Imbalance,Retail Development
2007,60463,5,1570000.0,0.2083333333333333,0.4687361916886206,0.0,0.0,7.5,0.0,209333.3333333333,1.5,0.0,0.4604651162790698,7.5,0.0,1.0,52960.0,2000.0,29.645015105740182,0.22782707265154747,Severe Imbalance,Retail Development
2007,60464,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,,250.0,2000.0,0.0,0.12645813694537056,Severe Imbalance,Housing Development
2007,60465,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,Balanced,Balanced Development
2007,60466,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,Balanced,Balanced Development
2007,60467,28,3558100.0,0.5490196078431373,0.5944609094461661,0.0,0.0,42.0,0.0,84716.66666666667,3.0,0.0,-0.8782306639288159,41.955,-0.045000000000001705,0.9989285714285714,142423.0,2000.0,24.98262218883186,0.2370690412469701,Severe Imbalance,Retail Development
2007,60468,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,Balanced,Balanced Development
2007,60469,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,Balanced,Balanced Development
2007,60470,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,Balanced,Balanced Development
2007,60471,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,Balanced,Balanced Development
2007,60472,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,Balanced,Balanced Development
2007,60473,1,400000.0,0.02,0.4690882566100399,0.0,0.0,1.5,0.0,266666.6666666667,-0.8333333333333334,0.0,15.96113074204947,1.5,0.0,1.0,12602.0,18000.0,31.740993493096333,0.22433551181878705,Severe Imbalance,Retail Development
2007,60475,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,10000.0,2000.0,0.0,0.12645813694537056,Severe Imbalance,Housing Development
2007,60476,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,Balanced,Balanced Development
2007,60477,20,8565000.0,0.392156862745098,0.7735080055595042,0.0,0.0,30.0,0.0,285500.0,-0.2592592592592593,0.0,-0.0292254541027717,30.015,0.015000000000000568,1.0005,38500.0,2000.0,222.46753246753246,0.15613335936715733,Severe Imbalance,Retail Development
2007,60478,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,23250.0,50000.0,0.0,0.12645813694537056,Severe Imbalance,Housing Development
2007,60481,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,Balanced,Balanced Development
2007,60482,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,,35000.0,2000.0,0.0,0.12645813694537056,Severe Imbalance,Housing Development
2007,60484,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,Balanced,Balanced Development
2007,60487,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,Balanced,Balanced Development
2007,60490,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,Balanced,Balanced Development
2007,60501,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,118807.36,16000.0,0.0,0.12645813694537056,Severe Imbalance,Housing Development
2007,60503,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,Balanced,Balanced Development
2007,60504,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2000.0,2000.0,0.0,0.12645813694537056,Severe Imbalance,Housing Development
2007,60505,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,Balanced,Balanced Development
2007,60506,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,Balanced,Balanced Development
2007,60510,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3035000.0,10000.0,0.0,0.12645813694537056,Severe Imbalance,Housing Development
2007,60511,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,Balanced,Balanced Development
2007,60514,2,290000.0,0.3333333333333333,0.8168899029591132,0.0,0.0,3.0,0.0,96666.66666666669,-0.5,0.0,-0.0333333333333333,3.0,0.0,1.0,0.0,0.0,,1.0,Balanced,Balanced Development
2007,60515,12,4272000.0,0.1,0.1573743185373353,0.0,0.0,18.0,0.0,237333.3333333333,0.5,0.0,-0.4084536296604008,18.0,0.0,1.0,124000.0,4000.0,34.45161290322581,0.2202858695311121,Severe Imbalance,Retail Development
2007,60516,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,Balanced,Balanced Development
2007,60517,1,229900.0,0.0526315789473684,0.2717172911003427,0.0,0.0,1.5,0.0,153266.66666666666,0.0,0.0,18.15833333333333,1.5,0.0,1.0,0.0,0.0,,1.0,Balanced,Balanced Development
2007,60521,5,1677100.0,0.217391304347826,0.3893443479254082,0.0,0.0,7.5,0.0,223613.3333333333,1.5,0.0,1.0641230769230772,7.5,0.0,1.0,530000.0,4000.0,3.1643396226415095,0.46469602445679603,Moderate Imbalance,Retail Development
2007,60522,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,Balanced,Balanced Development
2007,60523,9,5593957.0,0.12,0.2427480523159488,0.0,0.0,13.5,0.0,414367.1851851852,0.2857142857142858,0.0,-0.974451817707314,13.5,0.0,1.0,10315250.0,14000.0,0.5422997018976757,0.6203718419500219,Slight Imbalance,Balanced Development
2007,60525,7,1612100.0,0.0573770491803278,0.0539913266572555,0.0,0.0,10.5,0.0,153533.33333333334,-0.5,0.0,7.27195176704509,10.5,0.0,1.0,774400.0,32000.0,2.0817407024793386,0.5769659876856282,Slight Imbalance,Retail Development
2007,60526,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,Balanced,Balanced Development
2007,60527,3,274000.0,0.1,0.1415235409999845,0.0,0.0,4.5,0.0,60888.88888888889,2.0,0.0,-0.8782222222222222,4.5,0.0,1.0,74000.0,2000.0,3.7027027027027026,0.43307609809276226,Moderate Imbalance,Retail Development
2007,60531,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,Balanced,Balanced Development
2007,60532,3,39177.0,0.0326086956521739,0.0127307792918896,0.0,0.0,4.5,0.0,8706.0,2.0,0.0,-0.9656342105263158,4.5,0.0,1.0,2000.0,2000.0,19.5885,0.25157595610811184,Severe Imbalance,Retail Development
2007,60534,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,Balanced,Balanced Development
2007,60540,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,Balanced,Balanced Development
2007,60543,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,Balanced,Balanced Development
2007,60544,1,70000.0,0.3333333333333333,1.0,0.0,0.0,1.5,0.0,46666.66666666666,0.0,0.0,1.333333333333333,1.5,0.0,1.0,0.0,0.0,,1.0,Balanced,Balanced Development
2007,60546,3,530000.0,0.0526315789473684,0.1239226040207507,0.0,0.0,4.5,0.0,117777.77777777778,0.0,0.0,18.776119402985078,4.5,0.0,1.0,587500.0,14000.0,0.902127659574468,0.9066189388113829,Balanced,Balanced Development
2007,60548,1,210000.0,0.3333333333333333,0.3652173913043478,0.0,0.0,1.5,0.0,140000.0,-0.5,0.0,-0.4998987890406391,1.5,0.0,1.0,65000.0,2000.0,3.230769230769231,0.4602525313690175,Moderate Imbalance,Retail Development
2007,60549,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,Balanced,Balanced Development
2007,60551,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,Balanced,Balanced Development
2007,60554,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,Balanced,Balanced Development
2007,60555,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,525000.0,4000.0,0.0,0.12645813694537056,Severe Imbalance,Housing Development
2007,60561,2,30050.0,0.0833333333333333,0.080530617714056,0.0,0.0,3.0,0.0,10016.666666666666,-0.7142857142857143,0.0,0.5686055182699479,3.0,0.0,1.0,40000.0,2000.0,0.75125,0.7775948225092872,Balanced,Balanced Development
2007,60563,2,515000.0,0.048780487804878,0.0798484275286369,0.0,0.0,3.0,0.0,171666.66666666666,-0.6666666666666667,0.0,22.462414578587698,3.0,0.0,1.0,100000.0,4000.0,5.15,0.3789318851512509,Moderate Imbalance,Retail Development
2007,60564,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,Balanced,Balanced Development
2007,60565,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,Balanced,Balanced Development
2007,60566,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,Balanced,Balanced Development
2007,60567,1,43450.0,0.1428571428571428,0.2293481129585642,0.0,0.0,1.5,0.0,28966.666666666668,0.0,0.0,0.0,1.5,0.0,1.0,0.0,0.0,,1.0,Balanced,Balanced Development
2007,60585,1,87200.0,0.02,0.1824008300074466,0.0,0.0,1.5,0.0,58133.333333333336,-0.5,0.0,12.415384615384616,1.5,0.0,1.0,1441.0,2000.0,60.51353226925746,0.19596826593295916,Severe Imbalance,Retail Development
2007,60586,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,Balanced,Balanced Development
2007,60601,28,154012279.87,0.1308411214953271,0.6637579032665358,0.0,0.0,42.0,0.0,3666959.0445238096,-0.125,0.0,0.9865500757508534,41.895,-0.10499999999999687,0.9975,44423003.87,28000.0,3.4669487979854616,0.4457768420631434,Moderate Imbalance,Retail Development
2007,60602,46,29034700.0,0.0921843687374749,0.0566268681345137,0.0,0.0,69.0,0.0,420792.7536231884,1.0909090909090908,0.0,0.2988159520329627,69.015,0.015000000000000568,1.0002173913043477,24768055.0,82000.0,1.1722640312289359,0.8628597106854441,Balanced,Balanced Development
2007,60603,3,1515500.0,0.009771986970684,0.008137510405395,0.0,0.0,4.5,0.0,336777.7777777777,-0.625,0.0,-0.7266145083046707,4.5,0.0,1.0,4983932.0,22000.0,0.3040771824334682,0.45652225396299073,Moderate Imbalance,Housing Development
2007,60604,16,93724094.0,0.1142857142857142,0.5077530289447162,0.0,0.0,24.0,0.0,3905170.5833333335,1.6666666666666663,0.0,-0.1541146750902527,23.985,-0.015000000000000568,0.999375,10056131.0,52000.0,9.320094776012763,0.30938939919839736,Moderate Imbalance,Retail Development
2007,60605,36,25711864.0,0.1836734693877551,0.3399774560116139,0.0,0.0,54.0,0.0,476145.6296296296,-0.1999999999999999,0.0,-0.3586929510564403,54.12,0.11999999999999744,1.0022222222222221,5110400.0,42000.0,5.031282091421415,0.38231051676778743,Moderate Imbalance,Retail Development
2007,60606,19,161215950.0,0.0494791666666666,0.6563686213180391,0.0,0.0,28.5,0.0,5656700.0,-0.5365853658536586,0.0,9.16889277199092,28.515,0.015000000000000568,1.0005263157894737,5403600.0,56000.0,29.834915611814345,0.2274961195445931,Severe Imbalance,Retail Development
2007,60607,88,144797020.0,0.2022988505747126,0.4216390977791727,0.0,0.0,132.0,0.0,1096947.121212121,-0.12,0.0,0.1669941560372156,132.93,0.9300000000000068,1.0070454545454546,60458544.0,72000.0,2.394980269455381,0.5337959586025415,Slight Imbalance,Retail Development
2007,60608,69,45341828.0,0.1988472622478386,0.6956686400264754,0.0,0.0,103.5,0.0,438085.2946859903,0.0952380952380953,0.0,1.8290589040056375,107.25,3.75,1.036231884057971,3846425.0,32000.0,11.788044222882286,0.28842666520511634,Severe Imbalance,Retail Development
2007,60609,19,1684690.0,0.0763052208835341,0.2113159161984312,0.0,0.0,28.5,0.0,59111.929824561405,0.1176470588235294,0.0,1.423184783542156,28.485,-0.015000000000000568,0.9994736842105263,268840.0,8000.0,6.266515399494123,0.3527062605117889,Moderate Imbalance,Retail Development
2007,60610,120,753037499.0,0.2620087336244541,0.779581989779984,0.0,0.0,180.0,0.0,4183541.6611111113,0.3636363636363635,0.0,0.5504254449988433,177.57,-2.430000000000007,0.9864999999999999,117859149.0,86000.0,6.389300324915802,0.35030873813383334,Moderate Imbalance,Retail Development
2007,60611,48,177720045.0,0.1481481481481481,0.6811395145382086,0.0,0.0,72.0,0.0,2468333.958333333,-0.1724137931034483,0.0,-0.0751969474284963,71.82,-0.18000000000000682,0.9974999999999999,8898085.0,58000.0,19.97284190924227,0.25035215496544533,Severe Imbalance,Retail Development
2007,60612,72,17582967.0,0.1674418604651162,0.2751247359655046,0.0,0.0,108.0,0.0,162805.25,0.6744186046511629,0.0,-0.1987776557231003,107.955,-0.045000000000001705,0.9995833333333333,1097345.0,44000.0,16.023189607643904,0.26496825383367595,Severe Imbalance,Retail Development
2007,60613,40,15798483.0,0.1574803149606299,0.3461219261567083,0.0,0.0,60.0,0.0,263308.05,-0.024390243902439,0.0,-0.7024489038070922,60.0,0.0,1.0,10971010.0,36000.0,1.440020836732443,0.7327845549957873,Balanced,Balanced Development
2007,60614,30,20378419.0,0.0826446280991735,0.0763691308978477,0.0,0.0,45.0,0.0,452853.7555555556,-0.4736842105263158,0.0,-0.8280229622303538,44.37,-0.6300000000000026,0.986,4254659.0,38000.0,4.789671510689811,0.38964148539031473,Moderate Imbalance,Retail Development
2007,60615,8,1553500.0,0.0567375886524822,0.045192099118983,0.0,0.0,12.0,0.0,129458.33333333331,-0.4666666666666667,0.0,0.0057012395124813,12.0,0.0,1.0,2000.0,2000.0,776.75,0.13063154981781178,Severe Imbalance,Retail Development
2007,60616,57,35467001.0,0.1862745098039215,0.5119022354078784,0.0,0.0,85.5,0.0,414818.7251461988,-0.0806451612903226,0.0,0.7944129502480155,85.98,0.480000000000004,1.0056140350877194,24561980.0,54000.0,1.4439797198760034,0.7313133018948966,Balanced,Balanced Development
2007,60617,25,5020400.0,0.0733137829912023,0.4490591821933533,0.0,0.0,37.5,0.0,133877.33333333334,0.25,0.0,0.7288995071134932,37.47,-0.030000000000001137,0.9992,1178500.0,10000.0,4.2599915146372505,0.4082853895637407,Moderate Imbalance,Retail Development
2007,60618,75,34003279.0,0.1025991792065663,0.5618330891851551,0.0,0.0,112.5,0.0,302251.3688888889,-0.0625,0.0,0.7030129043218942,111.825,-0.6749999999999972,0.994,12551750.0,54000.0,2.709046865974864,0.5008522343714437,Slight Imbalance,Retail Development
2007,60619,16,731644.0,0.0492307692307692,0.0632819874192664,0.0,0.0,24.0,0.0,30485.166666666668,-0.0588235294117647,0.0,-0.1570464649750597,23.985,-0.015000000000000568,0.999375,207500.0,12000.0,3.5259951807228918,0.442446020542509,Moderate Imbalance,Retail Development
2007,60620,6,220650.0,0.0301507537688442,0.0745329565310961,0.0,0.0,9.0,0.0,24516.666666666668,-0.4,0.0,6.38735662200438,9.0,0.0,1.0,793300.0,20000.0,0.2781419387369217,0.43866888610259613,Moderate Imbalance,Housing Development
2007,60621,9,453000.0,0.0588235294117647,0.0401510921583223,0.0,0.0,13.5,0.0,33555.555555555555,0.0,0.0,1.4486486486486485,13.5,0.0,1.0,70061.0,4000.0,6.465794093718332,0.3488543476642866,Moderate Imbalance,Retail Development
2007,60622,135,100110419.0,0.1048136645962733,0.5215508966354936,0.0,0.0,202.5,0.0,494372.4395061728,-0.3112244897959183,0.0,0.1782402482120821,194.31,-8.189999999999998,0.9595555555555556,87154033.82,140000.0,1.148660763158237,0.8782740993670338,Balanced,Balanced Development
2007,60623,23,901900.0,0.0737179487179487,0.1262784308487327,0.0,0.0,34.5,0.0,26142.028985507248,0.4375,0.0,2.5535154941786016,34.5,0.0,1.0,59300.0,18000.0,15.209106239460372,0.26868038364270846,Severe Imbalance,Retail Development
2007,60624,12,1619710.0,0.0710059171597633,0.0491898275566594,0.0,0.0,18.0,0.0,89983.88888888889,1.0,0.0,5.082047238181067,18.0,0.0,1.0,13200.0,8000.0,122.70530303030303,0.1721233921469142,Severe Imbalance,Retail Development
2007,60625,40,8402425.0,0.1346801346801346,0.29814266373554,0.0,0.0,60.0,0.0,140040.41666666666,-0.1489361702127659,0.0,0.5991009677680594,59.97,-0.030000000000001137,0.9994999999999999,4868740.0,34000.0,1.7257904509174857,0.6469622755462413,Slight Imbalance,Balanced Development
2007,60626,10,1098760.0,0.0826446280991735,0.1097826737490459,0.0,0.0,15.0,0.0,73250.66666666667,0.0,0.0,-0.8733680619583256,15.0,0.0,1.0,878500.0,8000.0,1.2507228229937393,0.8171793038569182,Balanced,Balanced Development
2007,60627,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,Balanced,Balanced Development
2007,60628,17,1188600.01,0.0845771144278607,0.1313983136135394,0.0,0.0,25.5,0.0,46611.76509803921,2.4,0.0,12.192004011896376,25.5,0.0,1.0,93000.0,4000.0,12.780645268817205,0.28185433582737607,Severe Imbalance,Retail Development
2007,60629,23,515950.0,0.0619946091644204,0.0424341309386478,0.0,0.0,34.5,0.0,14955.072463768116,0.0454545454545454,0.0,1.8642913018244216,34.455,-0.045000000000001705,0.998695652173913,337200.0,18000.0,1.5301008303677344,0.7015901225789103,Balanced,Balanced Development
2007,60630,29,2013028.0,0.0620985010706638,0.151024689578714,0.0,0.0,43.5,0.0,46276.50574712644,0.0357142857142858,0.0,-0.3526683625714203,43.485,-0.015000000000000568,0.9996551724137931,1902176.0,50000.0,1.0582764160624463,0.9463947244157342,Balanced,Balanced Development
