permit_,permit_type,reported_cost,issue_date,street_number,street_direction,street_name,contact_1_city,contact_1_state,work_description,contact_1_zipcode,community_area,ward,address,zip_code
100111655,PERMIT - EASY PERMIT PROCESS,3800,2006-05-08T00:00:00.000,6151,S,GREENWOOD AVE,CHICAGO,IL,"PATCH AND REPAIR DRYWALL AS NEEDED FOR FIRST FLOOR KITCHEN AND BATHROOM.INSTALL NEW TILE IN BATHROOM, INSTALL NEW OVERHEAD CABINETS IN KITCHEN AND BATHROOM. ALL WORK SAME AS EXISTING.",,,,"6151 S GREENWOOD AVE, CHICAGO, IL",
100111707,PERMIT - EASY PERMIT PROCESS,1500,2006-05-09T00:00:00.000,1649,W,18TH ST,CHICAGO,IL,"REMOVE / REPLACE DRYWALL AS NEEDED, CHANGE FLOORING TILES. ALL WORK SAME AS EXISTING.",,,,"1649 W 18TH ST, CHICAGO, IL",
100111712,PERMIT - EASY PERMIT PROCESS,6000,2006-05-09T00:00:00.000,2551,S,LOWE AVE,CHICAGO,IL,REPAIR / REPLACE EXISTING FLOOR AND TILE AS NEEDED. ALL WORK SAME AS EXISTING.,,,,"2551 S LOWE AVE, CHICAGO, IL",
100111754,PERMIT - EASY PERMIT PROCESS,2000,2006-05-09T00:00:00.000,3110,N,LINDER AVE,CHICAGO,IL,"ERECT A SIX FOOT HIGH WROUGHT IRON FENCE, ERECT A SIX FOOT HIGH WOODEN FENCE FOR A COMBINED LINEAR LENGTH OF 50 FEET. POSTS SET IN CONCRETE, NO BARBED WIRE. PERMIT TO ADDRESS VIOLATIONS.",,,,"3110 N LINDER AVE, CHICAGO, IL",
100111757,PERMIT - RENOVATION/ALTERATION,100000,2006-06-08T00:00:00.000,53,W,JACKSON BLVD,,,INTERIOR ALTERATION INFILL OF ELEVATOR SHAFTS,,,,"53 W JACKSON BLVD, CHICAGO, IL",
100111782,PERMIT - EASY PERMIT PROCESS,3900,2006-05-09T00:00:00.000,4265,N,ELSTON AVE,CHICAGO,IL,"MASONRY REPAIRS, REMOVE AND REBUILD EXISTING CHIMNEY, 18"" X 18"" X 50"" ONLY.",,,,"4265 N ELSTON AVE, CHICAGO, IL",
100111789,PERMIT - EASY PERMIT PROCESS,6000,2006-05-10T00:00:00.000,1804,N,MERRIMAC AVE,CHICAGO,IL,"REPAIR OR REPLACE DRYWALL AS NEEDED, REMOVE / REPLACE BATHTUB, ELECTRICAL REPAIRS TO INCLUDE SWITCHES, FIXTURES, OUTLETS AND NEW SERVICE. ALL WORK SAME AS EXISTING.",,,,"1804 N MERRIMAC AVE, CHICAGO, IL",
100111804,PERMIT - EASY PERMIT PROCESS,35000,2006-05-24T00:00:00.000,1110,S,INDEPENDENCE BLVD,CHICAGO,IL,"REMOVE / REPLACE DRYWALL, REMOVE / REPLACE DOORS, CABINETS AND BASEBOARDS,REPLACE PLUMBING FIXTURES ONLY SINKS, TOILETS, BATHTUBS. ALL WORK SAME AS EXISTING.",,,,"1110 S INDEPENDENCE BLVD, CHICAGO, IL",
100111808,PERMIT - RENOVATION/ALTERATION,2000,2006-05-22T00:00:00.000,1328,W,EDDY ST,CHICAGO,IL,NEW 2ND FLOOR REAR DECK TO EXISTING 3DU'WITH NEW DOOR OPENING  THIS PERMIT SHALL NOT BE USED AS A VERIFICATION OF DWELLING UNITS.,,,,"1328 W EDDY ST, CHICAGO, IL",
100111922,PERMIT - EASY PERMIT PROCESS,1800,2006-05-17T00:00:00.000,2423,N,MONTICELLO AVE,CHICAGO,IL,"REPAIR / REPLACE DRYWALL AS NEEDED, REPLACE EXISTING FLOOR COVERING. ALL WORK SAME AS EXISTING.",,,,"2423 N MONTICELLO AVE, CHICAGO, IL",
100111934,PERMIT - EASY PERMIT PROCESS,600,2006-05-16T00:00:00.000,4740,N,KARLOV AVE,CHICAGO,IL,ERECT A SIX FOOT HIGH WROUGHT IRON FENCE APROX. FIFTY FEET LONG. ERECT A SIX FOOT HIGH WOODEN FENCE APROX. THIRTY FEET LONG.,,,,"4740 N KARLOV AVE, CHICAGO, IL",
100111961,PERMIT - NEW CONSTRUCTION,500000,2006-07-12T00:00:00.000,656,W,MELROSE ST,,,CONSTRUCT NEW 3 STORY MASONRY TWO-FLAT WITH ATTACHED GARAGE,,,,"656 W MELROSE ST, CHICAGO, IL",
100111991,PERMIT - EASY PERMIT PROCESS,2500,2006-05-12T00:00:00.000,11119,S,ALBANY AVE,CHICAGO,IL,"PATCH\REPAIR 5/8"" DRYWALL, NEW WINDOWS, DOORS, CEILINGS. NO PLUMBING. ALL WORK SAME AS EXISTING.",,,,"11119 S ALBANY AVE, CHICAGO, IL",
100112023,PERMIT - PORCH CONSTRUCTION,2200,2006-09-20T00:00:00.000,5136,S,WOLCOTT AVE,CHICAGO,IL,REPAIR EXISTING 1 STORY OPEN PORCH AT FRONT OF BUILDING PER PLANS,,,,"5136 S WOLCOTT AVE, CHICAGO, IL",
100112092,PERMIT - EASY PERMIT PROCESS,2000,2006-05-10T00:00:00.000,6049,S,PARKSIDE AVE,CHICAGO,60638,REMOVE & REPLACE SHINGLES & SHEATHING. ALL WORK SAME AS EXISTING,,,,"6049 S PARKSIDE AVE, CHICAGO, IL",
100112179,PERMIT - RENOVATION/ALTERATION,8000,2006-06-01T00:00:00.000,6745,N,DOWAGIAC AVE,CHICAGO,ILLINOIS,CONVERT ATTACHED GARAGE TO LIVING SPACE PER HOMEOWNER PLANS.  REAR GARAGE TO OBTAIN SEPARATE PERMIT AT THE SAME TIME THIS PERMIT IS ISSUED. THIS PERMIT ISSUED IN CONJUNCTION WITH EPP PERMIT #100... FOR NEW 2 CAR MASONRY REAR GARAGE.,,,,"6745 N DOWAGIAC AVE, CHICAGO, IL",
100112196,PERMIT - EASY PERMIT PROCESS,18000,2006-05-11T00:00:00.000,3706,W,79TH ST,CHICAGO,IL,"ERECT A SIX FOOT TALL WROUGHT IRON FENCE, APROX. 240 LINEAR FEET LONG; ERECT A SIX FOOT TALL WOODEN FENCE, APROX.113 LINEAR FEET LONG.",,,,"3706 W 79TH ST, CHICAGO, IL",
100112230,PERMIT - EASY PERMIT PROCESS,8500,2006-05-12T00:00:00.000,7037,S,WOODLAWN AVE,CHICAGO,IL,"REPLACE WINDOWS, DOORS , CERAMIC TILES, KITCHEN CABINETS, DRYWALL 5/8'' AND 1/2'' GYP BD WITH ELECTRICAL WORK, UP GRADE 200 SERVICE, ALL WORK SAME SIZE AND LOCATION.",,,,"7037 S WOODLAWN AVE, CHICAGO, IL",
100112241,PERMIT - EASY PERMIT PROCESS,5000,2006-05-11T00:00:00.000,2436,W,34TH PL,CHICAGO,IL,"ERECT A DETACHED FRAME GARAGE, 20' X 26', WITH TWO - ONE SQ. FOOT ROOF VENTS AND ALLEY ACCESS.",,,,"2436 W 34TH PL, CHICAGO, IL",
100112266,PERMIT - EASY PERMIT PROCESS,9000,2006-05-12T00:00:00.000,2039,N,KEELER AVE,CHICAGO,IL,"REPAIRS DUE TO FIRE DAMAGE:REMOVE / REPLACE WINDOWS, NEW DOORS, CERAMIC TILES, KITCHEN CABINETS,DRYWALL REPAIRS DUE TO ELECTRICAL WORK. NEW SHINGLES, GUTTERS, SIDING,REMOVE / REPLACE EIGHT PLUMBING FIXTURES.ELECTRICAL REPAIRS TO INCLUDE EIGHT - 15 AMP. CIRCUITS, FOUR - 20 AMP. CIRCUITS. ALL WORK SUBJECT TO FIELD INSPECTION.",,,,"2039 N KEELER AVE, CHICAGO, IL",
100112269,PERMIT - EASY PERMIT PROCESS,10000,2006-05-11T00:00:00.000,2057,N,LECLAIRE AVE,CHICAGO,IL,"ERECT A DETACHED FRAME GARAGE, 28' X 21', WITH TWO - ONE SQ. FOOT ROOF VENTS, THREE FOOT APRON, ALLEY ACCESS, ONE - 16' X 8' OVERHEAD DOOR, ONE - 8' X 8' OVERHEAD DOOR.",,,,"2057 N LECLAIRE AVE, CHICAGO, IL",
100112298,PERMIT - EASY PERMIT PROCESS,10000,2006-08-09T00:00:00.000,2244,N,GENEVA TER,CHICAGO,IL,REMOVE / REPLACE FRONT ENTRY DOOR AND WINDOW. ALL WORK SAME AS EXISTING. NO CHANGES TO EXISTING OPENINGS.,,,,"2244 N GENEVA TER, CHICAGO, IL",
100112322,PERMIT - EASY PERMIT PROCESS,2000,2006-05-11T00:00:00.000,4307,N,MCVICKER AVE,CHICAGO,IL,"ERECT A SIX FOOT HIGH VINYL FENCE, APROX. 100 LINEAR FEET.",,,,"4307 N MCVICKER AVE, CHICAGO, IL",
100112415,PERMIT - EASY PERMIT PROCESS,4000,2006-05-12T00:00:00.000,448,W,60TH PL,CHICAGO,IL,"REMOVE / REPLACE WINDOWS,(7), REPLACE HOT WATER HEATER, VINYL SIDING. ALL WORK SAME AS EXISTING.",,,,"448 W 60TH PL, CHICAGO, IL",
100112463,PERMIT - EASY PERMIT PROCESS,5000,2006-05-15T00:00:00.000,450,W,60TH PL,CHICAGO,IL,"REMOVE / REPLACE DRYWALL AS NEEDED, NEW WINDOWS, REMOVE / REPLACE 8 PLUMBING FIXTURES, ELECTRICAL REPAIRS TO INCLUDE NEW SERVICE.",,,,"450 W 60TH PL, CHICAGO, IL",
100112479,PERMIT - SIGNS,0,2006-05-12T00:00:00.000,1904,W,CERMAK RD,,,ALUMINUM FLAT SIGN ON BUILDGIN FRONT 387310,,,,"1904 W CERMAK RD, CHICAGO, IL",
100112548,PERMIT - SIGNS,0,2006-05-23T00:00:00.000,5656,N,BROADWAY,,,STORE FRONT 3873212,,,,"5656 N BROADWAY, CHICAGO, IL",
100112567,PERMIT - EASY PERMIT PROCESS,15000,2006-05-12T00:00:00.000,3818,N,KOSTNER AVE,CHICAGO,IL,"REMOVE / REPLACE 5/8"" DRYWALL AS NEEDED DUE TO ELECTRICAL REPAIRS. ELECTRICAL REPAIRS TO INCLUDE 200 AMP. SERVICE, 8 - 15 AMP. CIRCUITS, 6 - 20 AMP. CIRCUITS, 1 - CIRCUIT OVER 20 AMPS. ALL WORK SUBJECT TO FIELD INSPECTION. ALL WORK SAME AS EXISTING.",,,,"3818 N KOSTNER AVE, CHICAGO, IL",
100112583,PERMIT - SIGNS,0,2006-05-12T00:00:00.000,2706,N,ASHLAND AVE,,,ON SIDE AND FRONT OF BUILDING 387328,,,,"2706 N ASHLAND AVE, CHICAGO, IL",
100112756,PERMIT - SIGNS,0,2006-05-15T00:00:00.000,5693,S,ARCHER AVE,,,AWNING OVER FRONT DOOR AND WINDOWS FRONT SIDE OF BUILDGIN WITHOUT LIGHTS 387329,,,,"5693 S ARCHER AVE, CHICAGO, IL",
100112890,PERMIT - EASY PERMIT PROCESS,5800,2006-05-23T00:00:00.000,1736,W,102ND ST,CHICAGO,IL,"REPAIR PLASTER WALLS WITH 5/8"" DRYWALL AS NEEDED. INSTALL NEW WOOD FLOORS AND TILES, DOORS, WINDOWS, GUTTERS, SIDING, RUBBER ROOF, CABINETS. ALL WORK SAME AS EXISTING. NO ELECTRICAL WORK ON THIS PERMIT.",,,,"1736 W 102ND ST, CHICAGO, IL",
100112892,PERMIT - EASY PERMIT PROCESS,1000,2006-05-16T00:00:00.000,2743,S,HAMLIN AVE,CHICAGO,IL,PAINTING AND PATCHING DRYWALL. REMOVE / REPLACE SEVEN WINDOWS. ALL WORK SAME AS EXISTING.,,,,"2743 S HAMLIN AVE, CHICAGO, IL",
100112913,PERMIT - EASY PERMIT PROCESS,1800,2006-05-16T00:00:00.000,2635,W,SEIPP ST,CHICAGO,IL,REMOVE / REPLACE EXISTING ROOF SHINGLES. ALL WORK SAME AS EXISTING.,,,,"2635 W SEIPP ST, CHICAGO, IL",
100112995,PERMIT - EASY PERMIT PROCESS,8000,2006-05-17T00:00:00.000,2521,S,WHIPPLE ST,CHICAGO,IL,"REMOVE / REPLACE WINDOWS, DOORS, CERAMIC TILES, KITCHEN CABINETS, DRYWALL REPAIRS DUE TO ELECTRICAL WORK, ELECTRICAL REPAIRS TO INCLUDE SIX - 15 AMP. CIRCUITS, TWO - 20 AMP. CIRCUITS, NEW GUTTERS AND DOWNSPOUTS. ALL WORK SAME AS EXISTING. ALL WORK SUBJECT TO FIELD INSPECTION.",,,,"2521 S WHIPPLE ST, CHICAGO, IL",
100113042,PERMIT - SCAFFOLDING,10,2006-05-16T00:00:00.000,627,N,ALBANY AVE,CHICAGO,IL,"ERECT ONE FRAME SCAFFOLD FROM, 05/18/2006 - 08/18/2006.",,,,"627 N ALBANY AVE, CHICAGO, IL",
100113059,PERMIT - EASY PERMIT PROCESS,4500,2006-05-16T00:00:00.000,4504,W,WASHINGTON BLVD,CHICAGO,IL,"ERECT A SIX FOOT HIGH WROUGHT IRON FENCE, APROX. 50 LINEAR FEET LONG.",,,,"4504 W WASHINGTON BLVD, CHICAGO, IL",
100113324,PERMIT - EASY PERMIT PROCESS,9000,2006-05-17T00:00:00.000,4225,N,PARKSIDE AVE,CHICAGO,ILLINOIS,"ERECT 12.5 FOOT X 22.40 FOOT WOOD FRAME ADDITION(280 SQUARE FOOT) TO EXISTING GARAGE. FINAL GARAGE TO BE 603 SQUARE FEET MAXIMUM 15' - 0"" HIGH KEPT 3' -0"" FROM NORTH PROPERTY LINE PROVIDE 1 1FOOT SQUARE ROOF VENT.",,,,"4225 N PARKSIDE AVE, CHICAGO, IL",
100113311,PERMIT - SCAFFOLDING,0,2006-05-17T00:00:00.000,1325,N,ASTOR ST,,,ERECT ONE HANGING ARTEX SCAFFOLD,,,,"1325 N ASTOR ST, CHICAGO, IL",
100113435,PERMIT - EASY PERMIT PROCESS,5000,2006-05-18T00:00:00.000,1959,W,EVERGREEN AVE,CHICAGO,IL,"REPAIR / REPLACE DAMAGED DRYWALL AS NEEDED FOR BASEMENT ONLY. REPAIR / REFINISH FLOORS, DOORS, WINDOWS, PAINT INTERIOR. ALL WORK SAME AS EXISTING.",,,,"1959 W EVERGREEN AVE, CHICAGO, IL",
100113494,PERMIT - EASY PERMIT PROCESS,7200,2006-05-18T00:00:00.000,8317,S,BURLEY AVE,CHICAGO,IL,"REMOVE /REPLACE WINDOWS, DOORS, CERAMIC TILES, KITCHEN CABINETS AND COUNTERTOPS, SHINGLES SIDING, FACIA, DRYWALL REPAIRS AS NEEDED. ELECTRICAL REPAIRS TO INCLUDE:SIX NEW CIRCUITS.",,,,"8317 S BURLEY AVE, CHICAGO, IL",
100113509,PERMIT - RENOVATION/ALTERATION,16000,2006-06-29T00:00:00.000,1322,N,WOLCOTT AVE,CHICAGO,IL,"MASONRY REPAIRS TO EXISTING 6 DU BUILDING FACADE AS PER PLANS; SCOPE INCLUDES REPLACEMENT OF ELECTRICAL FIXTURE IN SAME SIZE, SAME LOCATION, EXTENSION OF EXISTING GABLE ROOF TO REPLACE EXISTING CORNICE DETAIL AND LINTEL REPLACEMENT ABOVE WINDOWS AS PER PLANS.",,,,"1322 N WOLCOTT AVE, CHICAGO, IL",
100113531,PERMIT - EASY PERMIT PROCESS,6000,2006-05-18T00:00:00.000,1247,W,CORNELIA AVE,CHICAGO,IL,"ERECT A TWO CAR FRAME GARAGE, 22' X 20', WITH TWO - ONE SQ. FOOT ROOF VENTS AND SIDE DRIVE.",,,,"1247 W CORNELIA AVE, CHICAGO, IL",
100113549,PERMIT - EASY PERMIT PROCESS,5500,2006-05-18T00:00:00.000,6325,N,HIAWATHA AVE,CHICAGO,,"ERECT 6'- 0"" HIGH VIYNL FENCE (145 LINEAL FEET0 IN REAR YARD.",,,,"6325 N HIAWATHA AVE, CHICAGO, IL",
100113571,PERMIT - RENOVATION/ALTERATION,45000,2006-06-12T00:00:00.000,5320,N,OSCEOLA AVE,,,ERECT 2 STORY REAR FRAME ADDITION AND REAR DECK TO SFR. AS PER PLANS,,,,"5320 N OSCEOLA AVE, CHICAGO, IL",
100113589,PERMIT - EASY PERMIT PROCESS,1725,2006-05-18T00:00:00.000,5801,W,WARWICK AVE,CHICAGO,ILLINOIS,ERECT 27 LINEAL FEET OF SOLID WOOD FENCE SIX FEET HIGH IN REAR YARD. HOMEOWNER AS GC.,,,,"5801 W WARWICK AVE, CHICAGO, IL",
100113597,PERMIT - EASY PERMIT PROCESS,20000,2006-05-18T00:00:00.000,2038,N,KENMORE AVE,CHGO,IL,"REPAI\REPLACE  REMOVE CARPETING, CABINETS, BATHROOM FIXTURES AND PLASTER. NO ELECTRIC NO PLUMBING. REAR BUILDING ONLY. SUBJECT TO FIELD INSPECTION.",,,,"2038 N KENMORE AVE, CHICAGO, IL",
100113606,PERMIT - EASY PERMIT PROCESS,3850,2006-05-18T00:00:00.000,6691,N,SIOUX AVE,CHICAGO,ILLINOIS,ERECT 150 LINEAL FEET OF 6 FOOT HIGH SOLID CEDAR FENCE IN AT ALLEY AND SIDE YARD.,,,,"6691 N SIOUX AVE, CHICAGO, IL",
100113812,PERMIT - EASY PERMIT PROCESS,10,2006-05-19T00:00:00.000,1632,W,HOWARD ST,CHICAGO,IL,REVISION TO PERMIT #100112263 TO CHANGE THE ADDRESS FROM 1635 W. HOWARD TO 1632 - 1642 W. HOWARD.,,,,"1632 W HOWARD ST, CHICAGO, IL",
100113969,PERMIT - RENOVATION/ALTERATION,5000,2006-06-02T00:00:00.000,6608,W,ROSCOE ST,CHICAGO,IL,"REMOVE EXISTING DECK, REPLACE WITH NEW METAL DECK NEW BRICK VENEER (NO ELECTRICAL)",,,,"6608 W ROSCOE ST, CHICAGO, IL",
100114088,PERMIT - RENOVATION/ALTERATION,25000,2006-06-06T00:00:00.000,6604,W,ROSCOE ST,CHICAGO,IL,NEW REAR FRAME ADDITION ON 3B TWO STORY SFR.,,,,"6604 W ROSCOE ST, CHICAGO, IL",
100114108,PERMIT - SIGNS,0,2006-05-22T00:00:00.000,845,N,MICHIGAN AVE,,,FRONT OF STORE 387350,,,,"845 N MICHIGAN AVE, CHICAGO, IL",
100114134,PERMIT - SIGNS,0,2006-05-22T00:00:00.000,3314,N,HALSTED ST,,,AWNING 387354,,,,"3314 N HALSTED ST, CHICAGO, IL",
100114140,PERMIT - SIGNS,0,2006-05-22T00:00:00.000,1156,W,GRAND AVE,,,ABOVE ENTRANCE 387356,,,,"1156 W GRAND AVE, CHICAGO, IL",
100114143,PERMIT - SIGNS,0,2006-05-22T00:00:00.000,7400,S,HALSTED ST,,,AWNING OVER FRONT DOOR AND WINDOWS FRONT SIDE OF BUILDING WITHOUT LIGHTS 387357,,,,"7400 S HALSTED ST, CHICAGO, IL",
100114145,PERMIT - SIGNS,0,2006-05-22T00:00:00.000,7400,S,HALSTED ST,,,AWNING OVER FRONT DOOR AND WINDOWS FRONT SIDE OF BUILDING WITHOUT LIGHTS 387358,,,,"7400 S HALSTED ST, CHICAGO, IL",
100114146,PERMIT - EASY PERMIT PROCESS,3500,2006-05-22T00:00:00.000,4247,W,ROOSEVELT RD,CHICAGO,IL,"REPAIR/REPLACE: DRYWALL 5/8'' AND 1/2'' GYP BD WITH ELECTRICAL WORK , ALL WORK SAME SIZE AND LOCATION.",,,,"4247 W ROOSEVELT RD, CHICAGO, IL",
100114147,PERMIT - SIGNS,0,2006-05-22T00:00:00.000,11057,S,HOMEWOOD AVE,,,AWNING WILL FACE WEST - OVER WINDOW 387359,,,,"11057 S HOMEWOOD AVE, CHICAGO, IL",
100114157,PERMIT - SIGNS,0,2006-05-22T00:00:00.000,4952,W,IRVING PARK RD,,,AWNING 387361,,,,"4952 W IRVING PARK RD, CHICAGO, IL",
100114159,PERMIT - SIGNS,0,2006-05-22T00:00:00.000,11057,S,HOMEWOOD AVE,,,AWNING WILL FACE WEST - OVER DOOR 387359,,,,"11057 S HOMEWOOD AVE, CHICAGO, IL",
100114263,PERMIT - EASY PERMIT PROCESS,4500,2006-05-23T00:00:00.000,6033,N,JERSEY AVE,CHICAGO,IL,"REMOVE DEFECTIVE PLASTER AS NEEDED, REPLACE WITH DRYWALL. ALL WORK SAME AS EXISTING.",,,,"6033 N JERSEY AVE, CHICAGO, IL",
100114304,PERMIT - EASY PERMIT PROCESS,10000,2006-05-23T00:00:00.000,6914,N,OLCOTT AVE,CHICAGO,IL,"ERECT A DETACHED FRAME GARAGE, 30' X 20', WITH TWO - ONE SQ. FOOT ROOF VENTS AND ALLEY ACCESS.",,,,"6914 N OLCOTT AVE, CHICAGO, IL",
100114331,PERMIT - EASY PERMIT PROCESS,500,2006-05-23T00:00:00.000,4822,N,ASHLAND AVE,CHICAGO,IL,REMOVE / REPLACE EXISTING ROOF COVERING AND PLYWOOD SHEATING AS NEEDED. ALL WORK SAME AS EXISTING. WORK FOR THE GARAGE ONLY.,,,,"4822 N ASHLAND AVE, CHICAGO, IL",
100114375,PERMIT - EASY PERMIT PROCESS,7000,2006-05-23T00:00:00.000,5411,N,NORDICA AVE,CHICAGO,IL,"ERECT A SIX FOOT HIGH WOODEN FENCE, APROX. 160 LINEAR FEET LONG.",,,,"5411 N NORDICA AVE, CHICAGO, IL",
100114486,PERMIT - EASY PERMIT PROCESS,3000,2006-05-24T00:00:00.000,5822,S,INDIANA AVE,,,"REPAIR/REPLACE DRYWALL (1/2"")(5/8"") AS NEEDED (NO ELECTRICAL WORK)- ALL WORK SAME AS EXISTING",,,,"5822 S INDIANA AVE, CHICAGO, IL",
100114531,PERMIT - WRECKING/DEMOLITION,10,2006-07-10T00:00:00.000,4110,N,CALIFORNIA AVE,CHICAGO,IL,WRECK AND REMOVE A ONE STORY BRICK BUILDING.,,,,"4110 N CALIFORNIA AVE, CHICAGO, IL",
100114741,PERMIT - RENOVATION/ALTERATION,25000,2006-06-19T00:00:00.000,3556,N,HERMITAGE AVE,CHICAGO,IL,INSTALL NEW PLUMBING FIXTURES. REPAIR AND REPLACE GALVANIZED PIPIING WITH COPPER.,,,,"3556 N HERMITAGE AVE, CHICAGO, IL",
100114764,PERMIT - EASY PERMIT PROCESS,5000,2006-05-25T00:00:00.000,1933,W,103RD ST,CHICAGO,IL,"ERECT A SIX FOOT HIGH WOODEN FENCE, APROX. 120 LINEAR FEET LONG.",,,,"1933 W 103RD ST, CHICAGO, IL",
100114770,PERMIT - EASY PERMIT PROCESS,5000,2006-05-25T00:00:00.000,1933,W,103RD ST,CHICAGO,IL,"ERECT A TRASH ENCLOSURE, 6' 8"" HIGH X 6' WIDE.",,,,"1933 W 103RD ST, CHICAGO, IL",
100114788,PERMIT - WRECKING/DEMOLITION,700000,2006-06-29T00:00:00.000,534,W,DIVISION ST,CHGO,IL,DEMOLITION OF A 16 STORY CHA HIGH RISE.,,,,"534 W DIVISION ST, CHICAGO, IL",
100114810,PERMIT - EASY PERMIT PROCESS,8000,2006-05-25T00:00:00.000,3511,N,ALBANY AVE,CHICAGO,IL,"REMOVE / REPLACE DRYWALL AS NEEDED, NEW ROOF, PLUMBING REPLACEMENT TO INCLUDE ONE TUB, ONE TOILET, ONE SINK.ELECTRICAL REPAIRS TO INCLUDE 35 LIGHTING FIXTURES, 30 RECEPTACLES. ALL WORK SAME AS EXISTING.ALL WORK SUBJECT TO FIELD INSPECTION.",,,,"3511 N ALBANY AVE, CHICAGO, IL",
100114814,PERMIT - SIGNS,0,2006-05-25T00:00:00.000,2918,N,LINCOLN AVE,,,AWNING 387376,,,,"2918 N LINCOLN AVE, CHICAGO, IL",
100114864,PERMIT - SIGNS,0,2006-05-25T00:00:00.000,612,N,WELLS ST,,,WITCH IS PART OF UL SIGN 387392,,,,"612 N WELLS ST, CHICAGO, IL",
100114871,PERMIT - SIGNS,0,2006-05-25T00:00:00.000,8507,S,STONY ISLAND AVE,,,AWNING 387395,,,,"8507 S STONY ISLAND AVE, CHICAGO, IL",
100114893,PERMIT - SIGNS,0,2006-05-30T00:00:00.000,5337,N,CLARK ST,,,FRONT OF BUILDING 387402,,,,"5337 N CLARK ST, CHICAGO, IL",
100114895,PERMIT - SIGNS,0,2006-05-25T00:00:00.000,6555,N,CLARK ST,,,AWNING 387403,,,,"6555 N CLARK ST, CHICAGO, IL",
100114898,PERMIT - SIGNS,0,2006-05-25T00:00:00.000,3631,S,COTTAGE GROVE AVE,,,AWNING WILL FACE WEST OVER DOOR & WINDOW 387405,,,,"3631 S COTTAGE GROVE AVE, CHICAGO, IL",
100114964,PERMIT - EASY PERMIT PROCESS,6000,2006-05-26T00:00:00.000,1727,N,TRIPP AVE,CHICAGO,IL,"ERECT A DETACHED FRAME GARAGE, 20' X 22', WITH TWO - ONE SQ. FOOT ROOF VENTS, ALLEY ACCESS, THREE FOOT APRON, SEVEN FOOT OVERHEAD DOOR.",,,,"1727 N TRIPP AVE, CHICAGO, IL",
100114969,PERMIT - EASY PERMIT PROCESS,5000,2006-05-26T00:00:00.000,4640,S,ALBANY AVE,CHICAGO,IL,"ERECT A DETACHED FRAME GARAGE, 14' X 20', WITH TWO - ONE SQ. FOOT ROOF VENTS, ALLEY ACCESS, THREE FOOT APRON, SEVEN FOOT OVERHEAD DOOR, ALLEY ACCESS.",,,,"4640 S ALBANY AVE, CHICAGO, IL",
100114970,PERMIT - EASY PERMIT PROCESS,5000,2006-05-26T00:00:00.000,246,W,SWANN ST,CHICAGO,IL,"ERECT A DETACHED FRAME GARAGE, 14' X 22'  WITH TWO - ONE SQ. FOOT ROOF VENTS, ALLEY ACCESS, THREE FOOT APRON, SEVEN FOOT OVERHEAD DOOR.",,,,"246 W SWANN ST, CHICAGO, IL",
100115013,PERMIT - SIGNS,0,2006-06-09T00:00:00.000,1345,N,PULASKI RD,,,SOUTH SIDE OF BUILDING NEAR ENTRANCE DOOR 387421,,,,"1345 N PULASKI RD, CHICAGO, IL",
100114989,PERMIT - SIGNS,0,2006-05-26T00:00:00.000,4824,W,DIVISION ST,,,FRONT OF BUILDING 387410,,,,"4824 W DIVISION ST, CHICAGO, IL",
100114996,PERMIT - SIGNS,0,2006-05-26T00:00:00.000,5408,N,ELSTON AVE,,,AWNING 387412,,,,"5408 N ELSTON AVE, CHICAGO, IL",
100115005,PERMIT - SIGNS,0,2006-05-26T00:00:00.000,2142,W,ROSCOE ST,,,AWNING 387416,,,,"2142 W ROSCOE ST, CHICAGO, IL",
100115008,PERMIT - SIGNS,0,2006-09-21T00:00:00.000,8517,S,PULASKI RD,,,SOUTHWEST CORNER OF PROPERTY 387419,,,,"8517 S PULASKI RD, CHICAGO, IL",
100115018,PERMIT - SIGNS,0,2006-06-09T00:00:00.000,1345,N,PULASKI RD,,,SOUTH SIDE OF BUILDING NEAR ENTRANCE DOOR 387425,,,,"1345 N PULASKI RD, CHICAGO, IL",
100115019,PERMIT - SIGNS,0,2006-06-09T00:00:00.000,1345,N,PULASKI RD,,,NORTH SIDE OF BUILDING NEAR EXIT DOOR 387426,,,,"1345 N PULASKI RD, CHICAGO, IL",
100115020,PERMIT - SIGNS,0,2006-06-09T00:00:00.000,1345,N,PULASKI RD,,,SOUTH SIDE OF BUILDING NEAR ENTRANCE DOOR 387430,,,,"1345 N PULASKI RD, CHICAGO, IL",
100115040,PERMIT - SIGNS,0,2006-06-08T00:00:00.000,112,S,STATE ST,,,NON ILLUM DF BANNER ON STOREFRONT 387432,,,,"112 S STATE ST, CHICAGO, IL",
100115077,PERMIT - EASY PERMIT PROCESS,1500,2006-05-26T00:00:00.000,3941,S,INDIANA AVE,CHICAGO,IL,"REPAIR / REPLACE 5/8"" DRYWALL AS NEEDED, NEW FLOORS, DOORS,. ALL WORK SAME AS EXISTING. ALL WORK SUBJECT TO FIELD INSPECTION.",,,,"3941 S INDIANA AVE, CHICAGO, IL",
100115105,PERMIT - EASY PERMIT PROCESS,3000,2006-05-26T00:00:00.000,8725,S,COMMERCIAL AVE,CHICAGO,IL,REMOVE / REPLACE APROX. 250 BRICKS AND TUCKPOINTING REPAIRS. ALL WORK SAME AS EXISTING.,,,,"8725 S COMMERCIAL AVE, CHICAGO, IL",
